order_id,order_date,product_id,region_id,quantity,unit_price
14154,2014-03-28,661,2,4,149.82
14155,2014-02-15,3263,4,6,51.36
14156,2014-03-06,2518,3,7,17.46
14157,2014-09-18,3286,10,3,57.75
14158,2012-05-23,2745,3,3,170.72
14159,2012-11-06,12659,3,5,27.75
14160,2012-06-22,5129,3,3,43.66
14161,2014-09-25,10445,12,9,19.54
14162,2013-12-05,14016,1,2,96.93
14163,2013-04-01,3499,1,3,93.59
14164,2014-11-17,4513,4,2,83.64
14165,2011-02-01,100,3,2,200.35
14166,2014-06-24,1307,11,7,28.96
14167,2014-11-21,3157,3,3,50.34
14168,2011-11-11,10513,12,3,22.73
14169,2013-08-16,10859,2,6,35.45
14170,2013-12-20,660,10,2,138.54
14171,2013-09-25,3367,6,2,57.52
14172,2014-04-04,380,3,4,51.35
14173,2012-09-11,6553,10,5,34.52
14174,2014-11-08,1585,6,3,125.58
14175,2011-12-15,2428,1,7,63.69
14176,2012-03-01,14176,3,4,23.96
14177,2011-10-19,9825,9,7,25.23
14178,2012-03-20,4627,10,3,49.32
14179,2013-02-07,6120,6,6,48.79
14180,2011-09-17,2316,6,3,50.88
14181,2014-02-21,2175,9,3,137.4
14182,2012-11-19,5344,5,2,70.98
14183,2013-12-06,6627,8,6,26.67
14184,2013-02-05,4426,11,3,32.91
14185,2012-12-17,3590,10,7,47.39
14186,2013-05-03,5720,12,3,67.88
14187,2011-05-12,347,12,1,273.97
14188,2011-06-17,312,6,2,81.98
14189,2013-09-24,1001,6,3,71.08
14190,2013-05-22,1918,3,6,122.63
14191,2012-06-08,2907,9,9,26.58
14192,2011-04-14,4024,2,4,43.47
14193,2011-01-03,2837,12,1,211.18
14194,2012-08-29,697,8,1,415.2
14195,2013-04-29,14195,3,7,10.05
14196,2012-09-11,4038,3,2,103.59
14197,2013-08-13,1667,3,6,65.37
14198,2012-03-21,2112,2,3,97.66
14199,2013-12-26,2228,2,2,141.09
14200,2012-11-30,1533,4,2,110.92
14201,2012-08-13,11338,3,3,20.58
14202,2011-04-16,8707,9,6,28.17
14203,2013-11-19,14203,12,4,41.36
14204,2012-10-13,3561,6,3,95.98
14205,2011-12-10,9663,8,1,318.3
14206,2013-03-26,4287,11,5,30.85
14207,2014-05-19,6758,10,9,32.6
14208,2012-03-07,1328,2,6,43.96
14209,2013-01-02,1158,1,2,115.99
14210,2013-12-20,5009,5,6,76
14211,2014-10-14,14211,5,6,34.99
14212,2013-06-28,1713,3,3,149.46
14213,2014-01-27,2608,10,5,44.04
14214,2012-12-20,7487,3,2,50.4
14215,2012-09-01,133,8,2,176.27
14216,2014-09-03,3981,2,7,25.97
14217,2012-04-07,8164,7,7,37.2
14218,2014-07-31,10919,1,4,19.19
14219,2014-08-22,542,10,1,88.61
14220,2014-05-05,729,2,2,144.42
14221,2013-12-16,3743,13,1,170.73
14222,2014-11-27,2465,3,3,85.98
14223,2014-10-27,1069,2,2,112.13
14224,2014-01-04,8564,9,8,21.09
14225,2013-10-23,4581,8,2,114.81
14226,2014-01-14,1610,3,3,121.42
14227,2012-05-07,8300,12,6,32.92
14228,2013-11-01,265,7,2,330.14
14229,2011-01-19,810,12,3,92.8
14230,2012-10-24,6474,12,8,32.36
14231,2013-06-18,7960,11,7,12.12
14232,2014-05-15,9114,10,14,21.48
14233,2011-06-22,3988,6,3,81.5
14234,2011-08-30,14234,9,6,24.36
14235,2011-08-17,14235,7,4,20.85
14236,2014-08-21,9059,7,2,81.69
14237,2013-09-09,9011,2,5,49.22
14238,2014-12-23,332,6,6,155.83
14239,2014-12-18,3841,3,2,45.38
14240,2012-05-21,6639,3,6,52.08
14241,2013-01-11,367,2,1,128.47
14242,2011-08-05,2862,3,2,244.62
14243,2011-11-08,153,11,1,192.4
14244,2013-09-23,2412,3,2,153.17
14245,2012-10-24,1535,2,1,219.32
14246,2014-10-23,12922,12,12,23.91
14247,2013-08-24,2066,2,1,132.48
14248,2013-04-09,9825,8,4,25.23
14249,2013-05-24,11153,3,2,48.66
14250,2014-03-07,1580,2,5,52.73
14251,2013-11-28,2339,4,1,143.22
14252,2014-09-30,2424,3,6,47.64
14253,2011-05-24,14253,9,6,13.74
14254,2014-03-07,2310,5,2,103.19
14255,2013-03-08,14255,6,9,20.14
14256,2012-06-01,8352,11,2,48.44
14257,2012-09-10,662,3,4,180.93
14258,2011-12-06,14258,6,9,13.38
14259,2014-06-04,11464,7,6,34.89
14260,2011-01-15,3263,12,4,37.49
14261,2012-08-28,2591,4,1,194.58
14262,2014-10-07,10083,4,12,22.29
14263,2014-04-11,12882,4,6,31.95
14264,2013-12-08,9011,11,5,36.46
14265,2013-07-10,2480,3,2,45.05
14266,2014-06-09,1331,3,3,62.8
14267,2014-10-27,7686,6,5,71.37
14268,2011-11-23,9106,4,6,97.17
14269,2013-06-15,7520,10,3,45.63
14270,2014-11-08,2286,3,2,119.8
14271,2011-02-15,3598,3,3,90.89
14272,2014-05-07,8352,12,9,38.51
14273,2011-01-15,14273,12,3,17.13
14274,2011-06-23,2580,8,1,117.03
14275,2012-07-24,12707,4,4,29.7
14276,2012-05-07,1133,10,6,90.05
14277,2013-08-12,1019,7,1,163.5
14278,2011-11-09,14028,5,6,15.42
14279,2014-01-29,14279,4,1,330.27
14280,2014-08-19,4417,10,9,18.94
14281,2014-03-22,14281,3,5,21.09
14282,2014-08-06,1808,3,2,251.29
14283,2012-11-15,11485,12,9,13.82
14284,2013-12-20,1410,6,2,79.84
14285,2013-06-12,108,3,1,274.74
14286,2011-09-13,1765,6,2,135.48
14287,2013-12-16,4417,3,3,25.57
14288,2011-05-26,5114,10,8,19.9
14289,2012-08-29,1036,6,3,84.96
14290,2014-11-28,2748,3,1,114.87
14291,2012-12-12,11464,9,7,34.89
14292,2014-02-18,3268,12,2,63.95
14293,2013-05-24,1121,2,2,143.97
14294,2014-07-04,10386,3,7,39.13
14295,2014-08-07,5383,1,6,37.98
14296,2013-12-12,14296,1,4,18.38
14297,2012-01-06,2732,4,2,48
14298,2011-06-29,1192,3,2,92.96
14299,2012-11-20,2535,6,2,124.29
14300,2014-01-14,1106,3,1,371.95
14301,2012-12-24,992,7,1,176.43
14302,2012-05-08,538,2,2,199.26
14303,2014-07-21,9017,3,3,60.98
14304,2013-11-26,761,4,1,364.92
14305,2012-07-31,5314,6,5,26.1
14306,2014-10-02,1478,10,7,77.26
14307,2014-06-04,8666,3,6,55.51
14308,2013-07-17,3585,1,3,47.99
14309,2013-11-11,7515,3,7,39.99
14310,2014-07-22,12504,1,6,35.09
14311,2014-07-31,201,2,2,143.64
14312,2014-01-28,13671,1,3,35.99
14313,2012-07-17,4101,6,5,46.38
14314,2014-07-23,4672,8,2,29.16
14315,2012-03-10,1343,8,4,63.21
14316,2012-09-24,2478,3,4,50.64
14317,2011-07-06,1707,10,2,54.24
14318,2013-02-27,4681,2,2,76.03
14319,2014-05-23,2617,8,2,79.38
14320,2014-12-23,4891,7,2,81.27
14321,2012-10-28,588,9,1,168.03
14322,2011-09-14,6335,2,3,29.52
14323,2014-11-27,2814,2,4,60.08
14324,2012-07-10,8344,6,4,32.18
14325,2013-09-24,7,3,2,184.18
14326,2011-07-21,7246,10,5,25.55
14327,2013-11-11,3535,9,3,139.77
14328,2011-12-09,6546,12,12,17.89
14329,2011-06-20,2760,11,2,179.08
14330,2011-06-13,5698,3,9,30.12
14331,2014-11-22,6765,10,5,28.11
14332,2011-08-12,5335,6,2,49.92
14333,2014-08-09,295,6,1,306.78
14334,2013-10-03,423,9,2,190.98
14335,2013-07-27,7512,4,8,45.03
14336,2012-08-20,13705,4,6,23.25
14337,2012-09-27,1446,4,1,239.04
14338,2014-09-17,380,6,3,85.28
14339,2014-03-12,905,10,3,149.97
14340,2012-07-12,52,2,2,237.22
14341,2013-09-27,458,4,1,116.94
14342,2014-10-27,844,3,4,53.05
14343,2014-12-29,9379,3,4,47.34
14344,2014-12-23,6120,10,7,48.79
14345,2012-03-15,5606,12,4,70.52
14346,2011-06-20,2387,3,2,100.79
14347,2014-02-24,4993,4,2,45.15
14348,2014-03-17,4921,8,1,145.89
14349,2013-04-20,47,6,3,310
14350,2012-08-29,5799,6,5,56.85
14351,2013-01-30,6535,9,5,41.52
14352,2011-10-31,3774,10,4,32.94
14353,2014-08-13,12811,5,4,48.04
14354,2012-05-25,1947,11,2,97.39
14355,2013-05-11,276,3,4,68.33
14356,2014-10-01,1708,9,1,247.32
14357,2014-08-20,481,12,3,139.54
14358,2012-11-20,3265,6,3,96.78
14359,2013-09-26,1606,4,4,73.2
14360,2013-10-31,3486,8,2,51.56
14361,2012-02-13,3012,8,2,175.29
14362,2014-07-10,4822,3,5,55.78
14363,2013-09-27,1343,3,1,189.62
14364,2011-05-26,6442,5,2,100.79
14365,2012-12-26,625,11,4,170.9
14366,2014-11-30,14366,11,12,7.95
14367,2012-05-23,6904,6,6,53.91
14368,2011-07-26,7617,6,4,48.62
14369,2012-12-03,11930,3,8,18.81
14370,2012-09-25,8379,9,4,26.37
14371,2011-04-14,10127,7,4,26.4
14372,2013-06-14,1607,8,1,198.4
14373,2014-10-06,88,6,5,151.02
14374,2013-04-23,2217,3,3,63.74
14375,2011-05-14,2555,6,2,155.44
14376,2013-01-08,5974,10,3,28.68
14377,2014-08-19,4627,6,7,49.32
14378,2013-10-24,7601,8,4,32.13
14379,2011-01-20,1846,8,1,140.91
14380,2014-11-27,14380,10,5,16.72
14381,2011-12-21,968,6,1,84.34
14382,2013-10-10,1330,3,2,144.53
14383,2014-08-04,822,10,2,93.97
14384,2014-09-30,11151,12,11,12.6
14385,2013-06-14,8900,7,6,46.44
14386,2013-08-27,3217,3,3,159.99
14387,2014-09-26,2598,8,2,144.18
14388,2012-03-13,1297,10,3,114.88
14389,2012-09-26,7006,3,2,43.8
14390,2011-12-27,483,3,7,115.99
14391,2012-07-19,4158,2,7,66.71
14392,2013-07-01,7820,12,7,26.25
14393,2012-05-30,2107,2,3,127.2
14394,2012-06-01,1079,11,2,105.06
14395,2012-11-08,6996,3,3,48.87
14396,2014-02-11,12761,2,5,13.64
14397,2013-04-25,1509,6,6,40.15
14398,2013-06-04,2576,3,5,82.28
14399,2013-11-07,5636,8,4,60.75
14400,2013-06-03,1429,8,1,148.59
14401,2012-09-03,5873,6,6,29.8
14402,2014-03-10,121,10,1,359.85
14403,2011-12-30,4417,6,3,28.41
14404,2013-12-25,9236,8,2,48.33
14405,2013-12-17,328,8,1,142.47
14406,2013-08-07,9136,3,9,22.14
14407,2014-10-11,3926,3,2,107.87
14408,2014-06-16,10086,7,7,13.1
14409,2013-05-20,10150,1,5,48.58
14410,2012-07-16,2082,8,2,133.2
14411,2012-07-04,1192,11,3,74.37
14412,2014-09-04,12338,6,9,32.64
14413,2013-10-09,806,10,2,197.1
14414,2014-05-19,5347,10,6,24.78
14415,2014-04-22,14415,9,7,14.28
14416,2014-06-30,9748,3,4,14.82
14417,2011-03-08,190,12,2,477.11
14418,2011-11-03,6758,10,12,32.6
14419,2014-09-11,10720,3,5,38.52
14420,2011-05-04,14273,3,8,23.46
14421,2013-11-21,14421,3,7,11.37
14422,2012-07-05,10154,3,7,23.52
14423,2011-07-21,6755,5,1,272.85
14424,2014-11-07,12160,4,4,48.93
14425,2014-03-14,14425,4,2,29.4
14426,2011-03-12,2488,3,2,136.38
14427,2011-08-25,1526,2,5,268.33
14428,2012-11-08,1731,8,1,263.67
14429,2012-10-27,14429,6,5,23.79
14430,2012-11-16,14430,3,6,30.93
14431,2013-06-11,1741,4,2,112.41
14432,2013-06-07,11840,3,6,46.32
14433,2011-09-06,1569,8,1,318.03
14434,2012-11-15,1881,8,1,148.32
14435,2013-05-07,14435,12,4,14.09
14436,2014-09-15,9482,1,2,56.69
14437,2013-09-20,1216,11,3,127.4
14438,2012-07-01,2478,10,5,75.96
14439,2011-05-18,5261,3,11,46.32
14440,2012-09-04,7457,3,4,51.6
14441,2011-11-30,9051,3,3,29.01
14442,2012-08-22,4057,12,6,43.27
14443,2013-12-27,3804,5,2,151.19
14444,2012-12-08,2552,4,6,14.43
14445,2014-11-26,2732,10,2,32
14446,2014-11-20,2178,6,3,32.7
14447,2013-11-25,6639,3,5,52.08
14448,2014-06-19,6363,10,7,48.69
14449,2012-10-04,8735,6,3,130.98
14450,2012-11-24,1075,8,1,166.71
14451,2014-05-23,7954,10,5,48.42
14452,2013-09-15,4393,7,2,55.44
14453,2011-06-21,3720,6,1,284.82
14454,2012-11-27,10437,1,5,30.98
14455,2013-01-24,1824,4,1,76.14
14456,2012-11-14,1539,10,3,96.06
14457,2011-04-15,7958,5,2,53.48
14458,2013-02-13,1780,4,2,101.19
14459,2011-06-30,2478,6,4,50.64
14460,2011-06-25,326,3,2,105.69
14461,2011-09-23,3485,6,3,72.1
14462,2011-11-15,4594,2,4,52.11
14463,2013-05-18,2535,11,3,82.69
14464,2012-09-06,11722,3,4,33.44
14465,2013-08-04,2670,12,3,107.31
14466,2013-05-27,2578,10,4,32.19
14467,2013-08-27,5025,12,2,55.25
14468,2011-05-24,1330,9,1,170.04
14469,2013-11-13,2371,6,4,73.16
14470,2012-05-12,3485,6,1,108.15
14471,2012-11-22,14471,2,4,23.22
14472,2012-12-24,1399,13,1,166.68
14473,2014-08-16,102,3,3,651.39
14474,2014-09-04,1926,2,6,109.86
14475,2012-08-02,8475,9,5,42.3
14476,2014-11-06,1089,4,1,260.34
14477,2014-09-30,5120,6,5,29.01
14478,2013-12-10,1518,7,4,62.16
14479,2011-07-08,3179,12,2,106.92
14480,2013-09-04,137,4,1,526.26
14481,2014-06-15,200,4,2,197.49
14482,2012-03-15,14482,10,11,9.84
14483,2011-10-17,2836,12,3,61.67
14484,2011-01-21,5544,3,3,90.98
14485,2013-07-17,571,3,2,174.41
14486,2014-07-21,7,6,2,121.47
14487,2011-12-27,4024,12,4,40.09
14488,2011-07-15,853,3,3,103.93
14489,2014-12-06,88,3,2,189.41
14490,2012-06-18,572,6,2,225.02
14491,2014-09-11,9595,4,4,43.95
14492,2012-11-22,7423,3,9,22.64
14493,2013-05-31,4898,9,3,23.73
14494,2014-01-28,13883,9,12,15.12
14495,2013-07-22,9059,12,3,43.3
14496,2014-08-09,1891,9,5,57.87
14497,2014-03-26,1009,3,3,156.79
14498,2013-07-26,4949,1,5,48.78
14499,2013-07-05,14499,5,3,59.16
14500,2013-09-02,12798,8,4,29.28
14501,2011-01-05,4478,3,4,51.78
14502,2014-04-06,9712,3,3,23.82
14503,2014-04-30,9595,2,7,39.56
14504,2014-07-18,6546,4,6,23.85
14505,2013-01-08,5567,10,2,33.16
14506,2014-11-20,3757,6,4,72.98
14507,2012-07-30,1726,3,3,62.22
14508,2012-08-14,4268,10,7,27.27
14509,2011-12-16,1825,6,2,299.58
14510,2012-03-24,733,2,1,111.05
14511,2014-09-26,14511,6,5,35.51
14512,2012-08-31,3936,5,5,111.19
14513,2014-11-19,12257,4,8,26.64
14514,2014-09-15,3757,8,2,81.09
14515,2012-06-22,1410,3,2,79.84
14516,2014-08-09,6120,10,5,36.14
14517,2014-09-26,6988,3,4,32.28
14518,2012-05-31,12200,7,9,15.26
14519,2013-11-11,6564,2,4,43.55
14520,2014-11-06,3172,9,3,123.33
14521,2013-12-26,1276,2,4,100.08
14522,2011-08-09,7241,6,2,89.19
14523,2014-02-07,1587,1,1,240.78
14524,2014-04-08,4457,6,2,109.59
14525,2013-04-09,2226,8,1,172.62
14526,2014-02-27,451,4,1,246.42
14527,2012-05-15,4294,11,3,70.1
14528,2012-03-05,1667,2,2,58.83
14529,2013-07-10,11914,2,6,34.92
14530,2014-12-29,5036,3,2,56.69
14531,2014-06-23,595,11,2,89.44
14532,2014-05-07,1376,2,5,44.52
14533,2012-05-10,2264,9,7,109.95
14534,2014-08-28,276,7,3,136.65
14535,2013-12-04,2352,8,6,49.1
14536,2012-11-01,14536,3,5,23.79
14537,2014-09-02,2514,8,6,69.19
14538,2014-10-13,10956,3,3,40.98
14539,2014-05-13,7686,5,5,57.1
14540,2012-12-26,5567,12,5,26.36
14541,2013-05-02,4365,6,2,54.96
14542,2014-05-29,14430,1,8,30.93
14543,2011-09-20,5187,8,1,317.37
14544,2013-07-25,5915,11,5,16.8
14545,2013-07-25,2890,10,5,33.98
14546,2013-03-22,4261,3,3,50.55
14547,2014-05-01,10478,9,2,23.76
14548,2011-07-28,3197,12,2,136.59
14549,2014-01-17,1611,9,3,139.35
14550,2013-10-11,14203,9,2,55.14
14551,2012-09-21,14551,5,6,33.29
14552,2014-10-30,1824,10,4,84.6
14553,2014-12-28,10679,10,5,27.09
14554,2014-03-11,1399,7,1,166.68
14555,2014-04-28,14555,3,4,55.07
14556,2014-06-04,127,1,2,192.38
14557,2014-11-12,14557,6,5,17.78
14558,2014-11-25,2149,4,1,197.94
14559,2013-11-28,4904,8,2,32.39
14560,2011-01-11,3263,10,2,51.36
14561,2014-07-09,14561,5,6,12.53
14562,2012-08-18,1869,8,1,122.37
14563,2011-05-02,412,4,1,73.21
14564,2013-05-30,2847,6,3,54.9
14565,2013-05-22,6358,3,3,70.76
14566,2013-12-04,4866,12,2,99.83
14567,2011-03-22,4932,2,1,58.17
14568,2014-05-31,1587,3,1,204.67
14569,2013-02-15,10623,11,6,16.38
14570,2013-12-04,2598,10,2,95.93
14571,2013-06-15,312,6,3,122.97
14572,2011-12-15,7960,10,7,30.3
14573,2014-12-06,10889,1,5,50.98
14574,2011-12-14,2266,1,1,136.53
14575,2012-06-18,9010,8,6,37.11
14576,2014-07-07,1565,8,4,32.68
14577,2012-03-09,522,11,3,50.66
14578,2014-08-26,968,6,2,84.34
14579,2014-12-22,1611,3,2,139.35
14580,2012-11-30,653,12,4,179.37
14581,2014-11-16,992,7,3,176.43
14582,2013-10-10,7257,5,2,84.78
14583,2014-07-15,14583,5,3,46.99
14584,2013-01-24,7601,4,6,29.22
14585,2014-08-02,3014,7,2,168.18
14586,2014-08-27,4229,12,7,41.48
14587,2012-10-02,9937,12,5,23.06
14588,2011-10-19,1330,7,2,170.04
14589,2013-10-02,1272,1,1,330.59
14590,2013-03-01,10371,6,6,54.21
14591,2012-08-07,14591,1,9,8.62
14592,2014-03-17,3727,1,2,79.99
14593,2013-12-06,5135,3,8,19.13
14594,2014-12-22,4066,3,2,38.12
14595,2014-08-16,524,2,6,86.8
14596,2011-10-20,7882,3,4,52.99
14597,2011-12-26,6721,5,5,15.72
14598,2012-10-09,10987,3,5,53.98
14599,2011-08-15,11201,5,3,50.97
14600,2014-02-19,3461,4,2,51.45
14601,2014-10-21,3268,10,2,56.84
14602,2013-06-26,9937,6,4,27.78
14603,2012-06-11,2234,6,5,68.3
14604,2012-04-18,1192,2,2,125.5
14605,2014-07-16,2264,2,2,109.95
14606,2012-05-10,4330,2,2,83.34
14607,2011-08-03,1865,11,3,49.7
14608,2012-09-17,7993,3,5,110.7
14609,2012-01-18,595,4,4,40.38
14610,2014-02-05,1260,8,1,51.16
14611,2014-03-12,5354,11,7,34.28
14612,2014-11-18,14612,6,9,16.02
14613,2014-03-24,3319,3,2,71.86
14614,2014-05-10,7942,5,3,34.76
14615,2013-07-01,1192,4,2,139.44
14616,2013-08-15,3100,6,7,29.8
14617,2013-09-11,2814,10,2,90.13
14618,2011-11-30,8412,12,4,25.3
14619,2011-03-23,551,8,1,164.09
14620,2013-12-12,2339,4,8,42.97
14621,2014-08-26,1528,6,2,112.18
14622,2011-08-22,14425,10,7,19.6
14623,2014-05-10,1307,10,3,43.44
14624,2014-06-19,205,12,8,109.4
14625,2012-12-01,10057,7,8,43.02
14626,2012-10-19,576,9,3,148.17
14627,2013-11-20,3286,2,7,51.98
14628,2011-04-01,2553,6,2,69.35
14629,2011-06-11,8089,3,6,38.62
14630,2014-09-11,15,9,1,308.46
14631,2013-12-28,1092,12,2,117.69
14632,2014-09-09,8362,6,3,52.79
14633,2012-08-14,8320,3,7,27.09
14634,2012-05-08,3991,9,3,170.97
14635,2013-07-03,2197,9,2,132.87
14636,2013-06-14,10076,7,7,30.72
14637,2014-12-04,2130,10,5,38.4
14638,2013-11-22,3289,3,6,48.93
14639,2014-02-06,4162,3,4,51.78
14640,2013-12-26,8276,3,8,44.7
14641,2014-04-15,14641,6,8,9.32
14642,2014-04-26,1358,3,4,81.72
14643,2012-09-01,7179,10,6,23.49
14644,2012-06-16,6520,6,4,34.43
14645,2014-08-22,5253,10,4,29.61
14646,2012-01-17,182,8,1,262.74
14647,2013-10-13,2384,3,4,46.84
14648,2013-08-07,12482,6,8,12.26
14649,2011-07-04,9318,12,6,41.48
14650,2014-10-30,6753,7,3,59.82
14651,2013-09-03,2724,5,3,71.99
14652,2014-08-12,8454,8,2,74.64
14653,2014-03-02,4581,8,1,114.81
14654,2014-10-27,1330,3,1,67.79
14655,2011-04-20,5705,10,7,34.07
14656,2012-09-25,2039,10,7,74.34
14657,2013-07-26,1889,5,2,120.78
14658,2013-09-05,14658,6,6,18.99
14659,2013-04-26,1378,6,3,91.86
14660,2011-09-12,1720,3,6,73.32
14661,2013-08-22,396,3,4,124.08
14662,2013-07-08,14662,5,5,43.13
14663,2013-06-27,10597,3,4,42.76
14664,2011-08-30,3309,10,6,48.48
14665,2011-10-21,7845,10,6,48.78
14666,2012-09-08,9874,3,2,56.35
14667,2013-08-13,10672,6,8,40.83
14668,2011-12-27,3981,3,2,43.29
14669,2014-03-08,10010,10,2,49.5
14670,2012-11-26,5109,3,4,37.63
14671,2013-08-26,2502,12,2,79.83
14672,2011-09-11,13086,8,6,23.01
14673,2011-04-29,2975,3,5,48.74
14674,2011-04-14,14674,10,7,24.09
14675,2012-12-18,14675,3,7,14.7
14676,2013-02-06,3937,2,2,101.95
14677,2013-06-15,92,1,2,168.59
14678,2011-12-15,450,6,3,101.28
14679,2014-03-24,120,6,2,145.51
14680,2013-09-10,2454,3,4,76.11
14681,2013-08-15,1841,1,2,123.59
14682,2014-10-02,3962,8,6,35.85
14683,2012-06-27,2816,6,2,58.7
14684,2013-12-20,5058,10,4,62.13
14685,2014-06-02,14685,7,4,28.38
14686,2013-01-10,9877,7,6,28.23
14687,2013-05-09,7257,1,2,105.98
14688,2014-09-09,4841,1,2,129.26
14689,2014-04-02,14689,6,3,42.65
14690,2014-08-19,3129,10,3,86.59
14691,2012-09-21,12659,2,5,24.98
14692,2013-08-30,5188,8,1,45.69
14693,2012-10-29,1780,3,3,40.48
14694,2013-09-21,1713,10,1,79.71
14695,2012-09-25,2840,4,6,69.57
14696,2014-03-12,4426,4,2,61.71
14697,2014-08-18,1378,6,5,91.86
14698,2014-08-18,367,9,3,142.74
14699,2013-07-18,1147,3,1,265.17
14700,2014-03-20,5694,5,4,49.99
14701,2013-11-13,6302,8,8,25.05
14702,2013-09-10,130,11,2,103.85
14703,2012-11-10,3530,3,5,32.28
14704,2013-01-10,7959,9,3,47.58
14705,2012-08-28,14705,2,8,6.1
14706,2012-06-28,14706,1,6,80.49
14707,2012-01-21,2518,9,4,43.65
14708,2013-07-04,12463,9,7,19.98
14709,2014-09-03,11197,1,3,65.99
14710,2014-11-26,2027,4,2,122.91
14711,2013-11-01,4866,3,3,53.24
14712,2012-11-14,809,10,1,275.07
14713,2014-05-20,2082,4,4,133.2
14714,2012-01-03,215,4,1,207.33
14715,2013-11-25,5837,3,7,27.69
14716,2012-12-15,14716,3,6,14.88
14717,2011-10-15,1585,7,2,125.58
14718,2011-02-04,3880,4,1,115.44
14719,2013-04-29,11028,3,9,14.7
14720,2014-08-26,3887,11,4,49.76
14721,2014-05-01,371,3,3,124.63
14722,2013-10-10,4670,2,13,26.6
14723,2014-11-06,992,2,2,158.79
14724,2013-11-19,11395,2,6,16.52
14725,2013-06-27,5339,6,1,135.95
14726,2014-09-16,7682,8,4,29.49
14727,2014-12-19,2234,6,6,54.64
14728,2014-11-04,9379,2,6,28.4
14729,2012-07-03,1526,8,2,119.26
14730,2014-09-04,3963,11,5,55.94
14731,2013-10-08,3028,6,4,66.2
14732,2012-04-26,12209,2,4,51.54
14733,2014-07-22,1351,6,4,67.99
14734,2012-07-18,4224,1,1,135.99
14735,2014-05-19,4368,6,5,34.5
14736,2011-08-12,9236,3,9,32.22
14737,2012-04-24,1984,10,2,79.65
14738,2014-05-19,5567,10,4,49.74
14739,2013-03-26,5555,12,2,46.63
14740,2014-04-08,9858,6,3,86.02
14741,2013-09-02,4362,3,4,94.19
14742,2012-02-10,5261,8,4,46.32
14743,2014-07-24,5394,10,2,135.57
14744,2013-11-14,954,3,2,61.25
14745,2014-04-17,2529,6,1,192.78
14746,2014-12-04,8089,7,1,57.93
14747,2012-10-22,1011,9,5,89.28
14748,2014-08-13,865,1,5,355.98
14749,2014-12-23,637,8,1,154.68
14750,2011-02-07,3017,9,4,69.54
14751,2014-09-10,2598,12,2,134.09
14752,2013-09-09,14752,5,4,16.78
14753,2013-11-26,8676,10,5,33.14
14754,2014-04-16,131,11,2,211.66
14755,2011-02-22,5737,6,2,51.39
14756,2013-04-06,2655,7,2,87.96
14757,2013-08-08,11099,7,4,28.5
14758,2014-04-21,550,7,1,301.89
14759,2013-06-07,5,12,2,230.18
14760,2013-08-01,3741,3,4,158.99
14761,2012-01-04,14761,6,14,13.73
14762,2011-08-13,963,4,2,138.48
14763,2014-09-27,7954,3,7,19.37
14764,2013-09-26,2480,10,4,75.08
14765,2013-10-14,1263,10,3,48.91
14766,2011-02-14,6676,11,4,47.9
14767,2013-06-29,4166,3,2,51.76
14768,2012-10-01,11914,12,4,28.98
14769,2013-03-26,11361,7,6,51.96
14770,2014-05-29,2788,5,4,67.99
14771,2014-07-21,775,4,1,313.44
14772,2011-11-11,2279,10,3,85.39
14773,2012-08-23,7959,10,4,42.82
14774,2013-06-15,3646,6,2,49.83
14775,2014-05-08,421,2,1,322.97
14776,2012-09-07,219,8,1,366.84
14777,2014-06-14,6631,10,2,24.34
14778,2013-11-05,10010,3,5,24.75
14779,2011-05-18,2655,12,3,64.21
14780,2012-01-30,5642,12,5,24.68
14781,2013-04-16,884,6,2,94.79
14782,2013-02-07,14782,6,4,25
14783,2014-09-04,758,8,1,124.53
14784,2011-02-25,12282,11,3,19.02
14785,2013-07-03,11028,3,5,22.05
14786,2012-07-13,7850,10,6,52.59
14787,2011-05-04,14787,12,8,10.26
14788,2012-06-01,1912,2,2,113.27
14789,2011-08-29,4452,2,3,103.52
14790,2012-05-25,4406,7,2,48.84
14791,2013-03-05,8347,4,4,48.21
14792,2013-12-06,8455,3,7,18.66
14793,2012-12-25,4921,6,4,97.26
14794,2013-11-30,815,3,1,226.87
14795,2014-11-26,522,3,3,215.32
14796,2014-05-14,12271,9,7,26.91
14797,2014-07-09,14797,1,5,34.99
14798,2011-09-28,550,4,1,301.77
14799,2012-09-25,380,3,2,115.13
14800,2012-08-22,1374,6,6,90.99
14801,2011-02-15,3712,5,2,119.31
14802,2014-10-30,8438,11,5,32.64
14803,2013-11-18,2063,3,5,56.97
14804,2014-09-23,11840,3,5,18.53
14805,2013-09-16,3835,3,3,83.31
14806,2014-08-26,3001,2,2,71.59
14807,2014-11-11,402,3,1,261.54
14808,2013-08-01,7661,10,7,55.56
14809,2014-01-30,1518,9,2,62.16
14810,2014-10-03,12665,5,5,22.42
14811,2012-10-10,1303,4,1,312.51
14812,2011-04-28,5025,10,4,44.38
14813,2012-11-30,2591,3,2,175.12
14814,2012-02-19,9595,3,4,43.95
14815,2014-02-24,5810,12,2,78.94
14816,2014-06-27,1490,1,3,119.4
14817,2013-01-31,8912,10,3,43.52
14818,2012-11-28,371,10,3,73.86
14819,2014-02-10,64,6,3,150.2
14820,2012-11-10,4541,3,2,51.45
14821,2014-09-25,2307,3,5,128.4
14822,2014-03-14,3476,3,1,89.77
14823,2011-05-13,150,8,1,256.56
